Polymer,Polymer CAS,Polymer SMILES,Solvent,Solvent CAS,Solvent SMILES,Mw(Da),PDI,ϕ,w,P(Mpa),CP(°C),1-Phase,Ref.
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.16146,0.1522,4.82,14.15,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,3.59,28.75,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.16818,0.185,2.84,70.26,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.18678,0.205,3.27,96.92,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.16146,0.1522,3.72,14.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,3.75,181.22,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.08149,0.0764,3.58,-4.9,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.22404,0.2121,1.66,-4.17,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.05673,0.0531,1.54,13.7,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.12316,0.1158,4.87,14.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.13583,0.15,4.52,57.61,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.09876,0.0927,1.83,38.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.11377,0.1069,2.63,38.23,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.23008,0.27,0.31,4.21,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.11377,0.1069,0.55,38.77,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.13583,0.15,3.7,63.99,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,0.69,33.72,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.10595,0.0995,3.42,14.46,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.21485,0.253,1.73,2.6,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.23741,0.259,1.79,85.07,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.25721,0.3,0.57,-1.28,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,3.55,181.18,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.23008,0.27,2.25,0.33,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,4.65,14.15,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.09315,0.0874,5.06,-4.61,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,10500,1.02,0.17593,0.209,1.55,-38.2,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,1.46,14.7,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19798,0.217,2.83,63.85,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.11958,0.1124,0.51,14.94,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,5.35,190.78,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.12316,0.1158,1.51,14.93,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,2.65,172.28,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.12316,0.1158,3.61,14.55,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.23983,0.2273,5.27,12.83,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,0.56,158.4,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,3.09,25.37,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.24906,0.2362,3.02,-4.38,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,5.21,190.37,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,4.83,190.35,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,0.57,31.38,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,0.88,31.4,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.12316,0.1158,2.38,14.77,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,4.84,190.34,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.09315,0.0874,5.07,-4.61,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.16818,0.185,3.36,96.51,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.09876,0.0927,0.47,38.68,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.14128,0.133,3.78,37.71,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.15151,0.181,1.14,6.47,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.1087,0.1021,4.48,-4.17,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,3.1,28.09,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.12664,0.14,3.12,70.05,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.08605,0.0807,4.34,37.62,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.13079,0.157,0.71,4.64,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.1397,0.1315,3.56,14.55,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,2.74,28.6,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19331,0.212,3.22,96.81,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.10831,0.12,2.79,69.9,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.14329,0.1699,3.63,28.78,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.14505,0.16,3.18,90.15,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,1.36,163.69,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.20769,0.1964,1.72,36.1,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.14812,0.1395,3.34,-3.77,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,3.29,25.25,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.14812,0.1395,1.98,-3.66,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,0.99,160.15,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.09173,0.11,0.94,31.4,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10500,1.02,0.19985,0.219,2.61,-6.46,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.19629,0.2301,3.85,181.61,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,3.88,181.21,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.13079,0.157,1.69,2.76,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.10943,0.132,1.31,2.48,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.20769,0.1964,3.58,35.61,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.14128,0.133,0.63,38.5,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.24906,0.2362,5.26,-4.57,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,4.66,14.15,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.23741,0.259,1.69,67.67,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.16955,0.1999,1.47,163.5,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.10595,0.0995,4.61,14.25,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.08955,0.084,2.28,14.56,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.19798,0.217,3.18,96.87,negative,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.12664,0.14,3.59,63.89,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.11377,0.1069,4.72,37.75,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,4.97,190.37,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.07502,0.0703,0.38,14.6,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.11749,0.1401,0.61,158.36,negative,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,5.18,21.52,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],propionitrile,107-12-0,CCC#N,26700,1.05,0.22136,0.2581,2.17,27.7,positive,doi.org/10.1021/ma9517308
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.18032,0.214,1.83,3.55,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,26900,1.06,0.23008,0.27,1.76,1.31,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.17425,0.1644,0.48,-3.73,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.18678,0.205,2.73,69.97,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],"1,1,1,3,3,3-hexadeutero-2-propanone",666-52-4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],26900,1.06,0.10831,0.12,3.22,63.82,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.08149,0.0764,4.9,-5.02,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.2106,0.1992,4.65,13.34,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane-d5,57817-88-6,[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],85200,1.02,0.16114,0.1519,3.33,37.63,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],27200,1.03,0.15421,0.1453,2.09,-3.87,positive,doi.org/10.1006/jcht.1999.0607
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],2-propanone,67-64-1,CC(=O)C,10500,1.02,0.17593,0.209,0.15,-37.17,positive,doi.org/10.1021/ma00107a011
polystyrene-d8,27732-42-9,[2H]C([2H])(*)C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],nitroethane,79-24-3,CC[N+](=O)[O-],85200,1.02,0.18774,0.1773,2.43,14.25,positive,doi.org/10.1006/jcht.1999.0607
